kol_username,month_start,year_start,month_end,year_end,total_posts_pr,total_posts_nonpr,unique_music_pr,unique_music_nonpr,ttSeller,commerceUser,emoji_count_pr,emoji_count_nonpr,hashtag_count_pr,hashtag_count_nonpr,word_count_no_emoji_hashtag_pr,word_count_no_emoji_hashtag_nonpr,early_morning_pr,pr_ratio_early_morning,early_morning_nonpr,morning_pr,pr_ratio_morning,morning_nonpr,afternoon_pr,pr_ratio_afternoon,afternoon_nonpr,evening_pr,pr_ratio_evening,evening_nonpr,late_night_pr,pr_ratio_late_night,late_night_nonpr,is_weekend_pr,pr_ratio_weekend,is_weekend_nonpr,is_trending_pr,pr_ratio_trending,is_trending_nonpr,duration_pr,duration_nonpr,diggCount_pr,diggCount_nonpr,shareCount_pr,shareCount_nonpr,collectCount_pr,collectCount_nonpr,commentCount_pr,commentCount_nonpr,playCount_pr,playCount_nonpr,isSlideshow_pr,pr_ratio_slideshow,isSlideshow_nonpr,isSponsored_pr,pr_ratio_sponsored,isSponsored_nonpr,e_outlier_pr,pr_ratio_e_outlier,e_outlier_nonpr,follower_change_in_input_window,pr_engagement_rate_input,pr_post_ratio,female_percent,vietnam_follower,EngagementRateOnPRPost_target
bychloenguyen,9,2024,11,2024,12,35,12,35,False,False,13,48,63,179,164,480,0,0.0,1,1,0.0833333333333333,2,3,0.25,3,8,0.6666666666666666,25,0,0.0,4,2,0.1666666666666666,10,1,0.0833333333333333,9,1259,1802,91880,411419,1621,17422,3803,13749,494,2214,11545800,6428500,0,0.0,1,0,0.0,0,3,0.25,3,5390,0.0084704394671655,0.2553191489361702,86.0,89.0,0.0043830747678098
bychloenguyen,10,2024,12,2024,14,32,14,31,False,False,16,44,74,162,191,455,0,0.0,1,1,0.0714285714285714,2,3,0.2142857142857142,4,10,0.7142857142857143,22,0,0.0,3,3,0.2142857142857142,7,1,0.0714285714285714,11,1392,2018,100007,389414,1736,18349,3932,16536,574,2293,11910300,6350700,0,0.0,1,0,0.0,0,3,0.2142857142857142,2,5267,0.008920766059629,0.3043478260869565,86.0,89.0,0.017070954211814
bychloenguyen,11,2024,1,2025,8,32,8,32,False,False,12,45,41,159,119,411,0,0.0,0,0,0.0,1,2,0.25,3,6,0.75,24,0,0.0,4,2,0.25,9,0,0.0,12,945,2743,50696,472831,814,13160,1997,20461,337,1873,7623900,8267800,0,0.0,0,0,0.0,0,1,0.125,2,4653,0.007062527053083,0.2,86.0,89.0,0.0211601635594982
bychloenguyen,12,2024,2,2025,6,34,6,34,False,False,9,50,31,176,79,432,0,0.0,0,0,0.0,3,0,0.0,5,6,1.0,24,0,0.0,2,1,0.1666666666666666,9,0,0.0,10,624,3131,27845,563710,521,20204,1612,32477,252,2356,4505200,9645100,0,0.0,1,0,0.0,0,1,0.1666666666666666,3,4536,0.0067100239722986,0.15,86.0,89.0,0.0183155290678061
bychloenguyen,1,2025,3,2025,9,33,9,33,False,False,11,48,44,173,118,408,0,0.0,0,1,0.1111111111111111,3,1,0.1111111111111111,5,7,0.7777777777777778,22,0,0.0,3,2,0.2222222222222222,9,0,0.0,8,1042,3024,44564,600410,1626,23285,5692,33915,429,2558,5583600,10140900,0,0.0,1,0,0.0,0,0,0.0,2,4779,0.0093686868686868,0.2142857142857142,86.0,89.0,0.0055641381704565
nhatkycuameichan,1,2024,3,2024,1,59,1,56,False,False,1,53,5,144,9,1070,0,0.0,1,0,0.0,13,1,1.0,19,0,0.0,26,0,0.0,0,0,0.0,17,0,0.0,10,248,3913,133400,3842984,754,50236,4574,264182,318,20062,5800000,63317700,0,0.0,4,0,0.0,0,0,0.0,3,63357,0.023973448275862,0.0166666666666666,,,0.0500407692307692
nhatkycuameichan,3,2024,5,2024,3,75,3,73,False,False,1,71,17,156,77,1324,0,0.0,0,0,0.0,11,1,0.3333333333333333,31,2,0.6666666666666666,32,0,0.0,1,0,0.0,23,0,0.0,8,638,6275,241200,5557243,5964,49359,19578,299069,2410,28769,8400000,86989300,0,0.0,5,0,0.0,1,0,0.0,8,96632,0.0320419047619047,0.0384615384615384,,,0.0220728789446456
nhatkycuameichan,4,2024,6,2024,2,76,2,72,False,False,0,66,12,126,68,1140,0,0.0,0,0,0.0,8,0,0.0,31,2,1.0,36,0,0.0,1,0,0.0,24,0,0.0,9,390,6157,107800,5209172,5210,39014,15004,224807,2092,27031,2600000,73631600,0,0.0,2,0,0.0,1,0,0.0,7,112017,0.0500407692307692,0.0256410256410256,,,0.0096637159509352
nhatkycuameichan,5,2024,7,2024,4,68,4,63,False,False,1,67,19,117,97,839,0,0.0,0,0,0.0,11,0,0.0,28,4,1.0,29,0,0.0,0,0,0.0,20,0,0.0,7,680,4696,169800,4638821,6005,37608,19964,193325,2604,24072,5692800,65891700,0,0.0,3,0,0.0,0,0,0.0,7,112235,0.0348462970770095,0.0555555555555555,,,0.0698475967174677
nhatkycuameichan,6,2024,8,2024,4,66,4,63,False,False,3,70,19,153,74,896,0,0.0,0,0,0.0,12,0,0.0,23,4,1.0,31,0,0.0,0,1,0.25,20,0,0.0,5,535,3714,134000,4084325,2161,36473,10260,182209,1102,26575,11294200,57760300,0,0.0,4,0,0.0,0,0,0.0,4,97000,0.0130618370491048,0.0571428571428571,,,0.0024573665314806
nhatkycuameichan,8,2024,10,2024,5,56,5,55,False,False,5,69,24,202,103,1010,0,0.0,0,0,0.0,12,2,0.4,23,3,0.6,20,0,0.0,1,1,0.2,13,0,0.0,6,654,3342,122300,3095802,1797,31565,7580,143192,980,21514,20575400,46971900,0,0.0,2,0,0.0,1,1,0.2,9,68810,0.0064473594681026,0.081967213114754,,,0.0275854993160054
nhatkycuameichan,10,2024,12,2024,3,58,3,58,False,False,3,75,11,169,51,892,0,0.0,0,0,0.0,9,1,0.3333333333333333,32,2,0.6666666666666666,16,0,0.0,1,0,0.0,14,1,0.3333333333333333,8,182,3965,39300,2476187,409,42656,1700,120736,259,14360,12471400,33880100,1,0.3333333333333333,1,0,0.0,3,0,0.0,5,51945,0.0033410844011097,0.0491803278688524,,,0.0469904369023063
nhatkycuameichan,11,2024,1,2025,1,67,1,65,False,False,0,105,2,202,0,1103,0,0.0,0,0,0.0,15,0,0.0,34,1,1.0,18,0,0.0,0,0,0.0,17,1,1.0,18,0,3977,11500,3456537,69,77273,471,221732,59,16639,438600,45117700,1,1.0,1,0,0.0,3,0,0.0,8,56735,0.0275854993160054,0.0147058823529411,,,0.0050328366082025
nhatkycuameichan,12,2024,2,2025,4,68,4,64,False,False,2,110,16,213,27,1124,0,0.0,0,0,0.0,16,0,0.0,34,4,1.0,18,0,0.0,0,0,0.0,21,1,0.25,18,348,3369,57567,4873289,620,119017,3607,250402,425,21996,1505200,64080500,1,0.25,2,0,0.0,3,0,0.0,11,68009,0.0413360350783948,0.0555555555555555,,,0.0176169746219083
nhatkycuameichan,1,2025,3,2025,6,69,6,63,False,False,5,112,27,231,65,1351,0,0.0,0,0,0.0,19,2,0.3333333333333333,32,4,0.6666666666666666,18,0,0.0,0,1,0.1666666666666666,22,0,0.0,18,620,3283,99001,5361095,1409,135798,6322,291406,634,22915,12441100,66497900,0,0.0,3,0,0.0,0,0,0.0,11,62098,0.0086299442975299,0.08,,,0.0376789751318764
rosermae,1,2024,3,2024,11,40,11,40,False,True,9,27,89,260,169,717,0,0.0,0,1,0.0909090909090909,2,3,0.2727272727272727,15,7,0.6363636363636364,23,0,0.0,0,3,0.2727272727272727,13,3,0.2727272727272727,10,1164,5368,679800,3451918,7452,42882,141240,940842,6565,27918,19954800,78305200,0,0.0,1,0,0.0,0,1,0.0909090909090909,2,35738,0.0418474251809088,0.2156862745098039,92.0,94.0,0.0285489063311984
rosermae,2,2024,4,2024,15,30,15,30,False,True,8,21,120,198,171,430,0,0.0,0,1,0.0666666666666666,3,2,0.1333333333333333,10,12,0.8,17,0,0.0,0,5,0.3333333333333333,11,1,0.0666666666666666,5,1557,3328,788900,1236654,12192,14187,173957,211504,8460,8380,24790700,27831200,0,0.0,1,0,0.0,0,2,0.1333333333333333,0,54619,0.0396724981545498,0.3333333333333333,92.0,94.0,0.0240237573099415
rosermae,3,2024,5,2024,22,29,22,29,False,True,6,16,160,196,243,315,0,0.0,0,2,0.0909090909090909,3,4,0.1818181818181818,7,16,0.7272727272727273,19,0,0.0,0,5,0.2272727272727272,11,3,0.1363636363636363,3,2056,3490,876278,1002142,17585,16885,151616,159175,12758,8419,31407800,21934300,0,0.0,0,0,0.0,0,2,0.0909090909090909,2,73299,0.0336934455772133,0.4313725490196078,92.0,94.0,0.023968715393134
rosermae,4,2024,6,2024,28,30,28,30,False,True,13,18,201,192,299,361,0,0.0,0,2,0.0714285714285714,4,7,0.25,8,19,0.6785714285714286,17,0,0.0,1,8,0.2857142857142857,10,2,0.0714285714285714,4,2424,3257,951532,1092000,22349,18978,156690,167142,16773,11052,36387100,21982400,0,0.0,1,0,0.0,0,2,0.0714285714285714,0,62713,0.0315316142259207,0.4827586206896552,92.0,94.0,0.0174774748923959
rosermae,5,2024,7,2024,23,30,23,30,False,True,9,20,161,187,268,419,0,0.0,0,3,0.1304347826086956,2,5,0.217391304347826,5,15,0.6521739130434783,21,0,0.0,2,6,0.2608695652173913,8,2,0.0869565217391304,4,1727,2818,622005,750710,15165,14603,57352,101102,12252,9090,26637100,16664400,0,0.0,1,0,0.0,0,1,0.0434782608695652,1,38648,0.0265334439559862,0.4339622641509434,92.0,94.0,0.0170634528380793
rosermae,6,2024,8,2024,23,32,23,32,False,True,8,16,161,201,293,452,0,0.0,0,3,0.1304347826086956,3,4,0.1739130434782608,5,16,0.6956521739130435,22,0,0.0,2,8,0.3478260869565217,9,3,0.1304347826086956,3,1698,2700,299848,588514,7888,9708,30037,81200,6898,6919,15305000,12707000,0,0.0,1,0,0.0,0,2,0.0869565217391304,3,13682,0.0225201568114995,0.4181818181818181,92.0,94.0,0.0237091301957959
rosermae,7,2024,9,2024,18,33,18,33,False,True,1,14,116,214,261,470,0,0.0,0,3,0.1666666666666666,4,3,0.1666666666666666,7,12,0.6666666666666666,21,0,0.0,1,5,0.2777777777777778,10,4,0.2222222222222222,0,1378,3145,170201,549575,3465,23469,16401,75424,2299,5424,9727300,13214900,0,0.0,0,0,0.0,0,2,0.1111111111111111,4,9990,0.0197758884788173,0.3529411764705882,92.0,94.0,0.0272197427146232
rosermae,8,2024,10,2024,22,30,22,30,False,True,3,10,139,202,275,410,0,0.0,0,1,0.0454545454545454,4,5,0.2272727272727272,7,16,0.7272727272727273,19,0,0.0,0,6,0.2727272727272727,10,5,0.2272727272727272,1,1751,2633,196021,452354,5115,20843,25704,61869,4038,4007,11391200,11171200,0,0.0,0,0,0.0,0,2,0.0909090909090909,5,8097,0.0202681016925345,0.4230769230769231,92.0,94.0,0.0205037733350986
rosermae,9,2024,11,2024,16,28,16,28,False,True,4,10,103,183,185,384,0,0.0,0,0,0.0,2,5,0.3125,6,11,0.6875,20,0,0.0,0,5,0.3125,9,2,0.125,1,1459,2368,194222,415320,5687,20980,27136,57405,5132,4273,10191600,11374900,0,0.0,0,1,0.0625,2,1,0.0625,4,6987,0.022781211978492,0.3636363636363636,92.0,94.0,0.0321634627434271
rosermae,10,2024,12,2024,16,28,16,28,False,True,7,7,105,181,174,350,0,0.0,0,1,0.0625,2,4,0.25,3,11,0.6875,23,0,0.0,0,6,0.375,8,1,0.0625,3,1483,1880,233024,272034,7247,5312,33494,52693,6449,2768,12093100,9097300,0,0.0,0,3,0.1875,4,0,0.0,4,6991,0.0231713952584531,0.3636363636363636,92.0,94.0,0.0139557789975888
rosermae,11,2024,1,2025,14,30,14,30,False,True,8,10,95,174,169,386,0,0.0,0,1,0.0714285714285714,2,2,0.1428571428571428,5,10,0.7142857142857143,22,1,0.0714285714285714,1,6,0.4285714285714285,7,1,0.0714285714285714,2,1524,2915,336811,970245,9608,29195,60218,294268,5148,6518,14797000,20264200,0,0.0,0,4,0.2857142857142857,4,0,0.0,3,14068,0.027828951814557,0.3181818181818182,92.0,94.0,0.0281970063107386
rosermae,12,2024,2,2025,14,30,14,30,False,True,8,14,94,168,166,359,0,0.0,0,1,0.0714285714285714,2,2,0.1428571428571428,5,9,0.6428571428571429,19,2,0.1428571428571428,4,6,0.4285714285714285,6,1,0.0714285714285714,3,1423,2906,307813,981279,8777,28306,56577,283046,3614,5853,14460900,19081600,0,0.0,0,3,0.2142857142857142,2,0,0.0,3,21464,0.0260551556265516,0.3181818181818182,92.0,94.0,0.007485492124296
rosermae,1,2025,3,2025,18,36,18,36,False,True,8,21,120,193,199,397,0,0.0,2,0,0.0,0,1,0.0555555555555555,6,15,0.8333333333333334,22,2,0.1111111111111111,6,6,0.3333333333333333,10,2,0.1111111111111111,1,1971,3677,361422,989470,9288,28146,72684,276153,2660,6110,15681200,18796300,0,0.0,0,4,0.2222222222222222,4,2,0.1111111111111111,5,28857,0.0284451445042471,0.3333333333333333,92.0,94.0,0.0123627736108985
drkhonghanhnguyen,2,2024,4,2024,6,24,6,22,True,False,0,0,35,96,57,275,0,0.0,0,0,0.0,0,0,0.0,0,6,1.0,24,0,0.0,0,1,0.1666666666666666,5,1,0.1666666666666666,4,409,1028,37669,44050,1943,1592,7127,9909,2122,1236,4667300,2493900,0,0.0,5,0,0.0,0,1,0.1666666666666666,2,-456,0.0104687935208793,0.2,85.0,92.0,0.0206652555185969
drkhonghanhnguyen,4,2024,6,2024,8,29,8,28,True,False,0,0,38,119,101,291,0,0.0,0,0,0.0,0,0,0.0,1,8,1.0,28,0,0.0,0,2,0.25,3,1,0.125,6,459,1702,69493,82512,1650,2535,6925,11721,1708,1955,5420000,3331700,0,0.0,3,0,0.0,1,1,0.125,3,-456,0.0147188191881918,0.2162162162162162,85.0,92.0,0.0009812176165803
drkhonghanhnguyen,5,2024,7,2024,5,36,5,35,True,False,0,2,22,144,71,372,0,0.0,0,0,0.0,0,0,0.0,1,5,1.0,35,0,0.0,0,2,0.4,7,0,0.0,6,262,2424,45306,86645,460,2691,1528,10450,230,1818,3044400,3170500,0,0.0,0,0,0.0,1,1,0.2,4,-456,0.0156103008803048,0.1219512195121951,85.0,92.0,0.0055164718384697
drkhonghanhnguyen,6,2024,8,2024,3,35,3,34,True,False,0,2,14,141,50,408,0,0.0,0,0,0.0,0,0,0.0,0,3,1.0,35,0,0.0,0,2,0.6666666666666666,7,0,0.0,3,163,2423,6831,76972,145,1885,333,7153,131,1483,948300,3311700,0,0.0,0,0,0.0,0,0,0.0,3,-456,0.007845618475166,0.0789473684210526,85.0,92.0,0.0025858849887976
drkhonghanhnguyen,11,2024,1,2025,0,34,0,33,True,False,0,1,0,132,0,376,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,34,0,0.0,0,0,0.0,7,0,0.0,4,0,2624,0,63021,0,3397,0,8452,0,2232,0,4297200,0,0.0,0,0,0.0,0,0,0.0,5,-456,0.0,0.0,85.0,92.0,0.0169601794727986
drkhonghanhnguyen,12,2024,2,2025,0,33,0,32,True,False,0,1,0,118,0,504,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,33,0,0.0,0,0,0.0,4,0,0.0,7,0,2444,0,38139,0,2910,0,6377,0,1503,0,2704500,0,0.0,1,0,0.0,0,0,0.0,3,-456,0.0,0.0,85.0,92.0,0.0015007177345687
drkhonghanhnguyen,1,2025,3,2025,1,29,1,29,True,False,0,1,6,91,12,461,0,0.0,0,0,0.0,0,0,0.0,0,1,1.0,27,0,0.0,2,0,0.0,4,0,0.0,8,89,1816,5797,44573,73,2342,140,4505,38,1449,356600,2298700,0,0.0,1,0,0.0,0,0,0.0,2,-456,0.0169601794727986,0.0333333333333333,85.0,92.0,0.042946660553263
thaovann_0602,11,2024,1,2025,0,11,0,11,False,False,0,14,0,4,0,112,0,0.0,0,0,0.0,2,0,0.0,4,0,0.0,5,0,0.0,0,0,0.0,3,0,0.0,2,0,199,0,231439,0,2716,0,11917,0,3203,0,4171800,0,0.0,1,0,0.0,0,0,0.0,1,300000,0.0,0.0,,,0.0382335329341317
thaovann_0602,12,2024,2,2025,0,12,0,12,False,False,0,14,0,4,0,104,0,0.0,0,0,0.0,4,0,0.0,2,0,0.0,6,0,0.0,0,0,0.0,3,0,0.0,3,0,199,0,225127,0,3254,0,11577,0,4319,0,5368000,0,0.0,1,0,0.0,0,0,0.0,2,300000,0.0,0.0,,,0.0367015706806282
thaovann_0602,1,2025,3,2025,1,13,1,13,False,False,1,14,2,10,8,127,0,0.0,0,0,0.0,3,0,0.0,1,1,1.0,9,0,0.0,0,0,0.0,3,0,0.0,3,54,375,3437,229765,58,3465,215,12028,121,4305,100200,5478400,0,0.0,0,0,0.0,0,0,0.0,2,300000,0.0382335329341317,0.0714285714285714,,,0.0709474412171507
emma1010_official,1,2024,3,2024,6,43,6,41,False,False,3,12,35,99,74,246,0,0.0,0,0,0.0,0,1,0.1666666666666666,17,5,0.8333333333333334,25,0,0.0,1,1,0.1666666666666666,15,4,0.6666666666666666,10,587,4725,53127,1715075,616,39314,651,65814,1347,35387,9866900,35215500,0,0.0,0,1,0.1666666666666666,0,1,0.1666666666666666,2,13369,0.0056492920775522,0.1224489795918367,75.0,92.0,0.0032106724244293
emma1010_official,2,2024,4,2024,6,36,6,36,False,False,4,7,31,86,91,178,0,0.0,0,1,0.1666666666666666,2,0,0.0,15,5,0.8333333333333334,19,0,0.0,0,3,0.5,10,4,0.6666666666666666,5,563,3672,135872,1070108,1343,36766,4699,26001,638,22372,31387400,22039500,0,0.0,1,0,0.0,0,1,0.1666666666666666,4,9232,0.0045416950750938,0.1428571428571428,75.0,92.0,0.0201895263998618
emma1010_official,4,2024,6,2024,10,52,10,51,False,False,8,29,46,124,181,520,0,0.0,0,2,0.2,7,1,0.1,16,7,0.7,28,0,0.0,1,4,0.4,15,6,0.6,9,915,4281,147142,1473461,1407,26040,4699,27029,874,9599,30595800,31104800,0,0.0,2,0,0.0,0,2,0.2,4,9768,0.0050373580687545,0.1612903225806451,75.0,92.0,0.0012046153846153
emma1010_official,5,2024,7,2024,7,52,7,51,False,False,6,34,32,107,133,715,0,0.0,0,1,0.1428571428571428,11,1,0.1428571428571428,14,5,0.7142857142857143,26,0,0.0,1,2,0.2857142857142857,15,3,0.4285714285714285,7,706,3978,55466,1558449,595,38675,551,26785,562,10450,5558300,31152300,0,0.0,2,0,0.0,0,1,0.1428571428571428,5,9954,0.0102862385981325,0.1186440677966101,75.0,92.0,0.0160504201680672
emma1010_official,6,2024,8,2024,5,54,5,53,False,False,5,42,21,109,102,734,0,0.0,0,0,0.0,12,1,0.2,18,4,0.8,24,0,0.0,0,2,0.4,18,1,0.2,9,683,4076,47415,1984425,100,127179,473,44668,343,18353,3616300,33027400,0,0.0,1,0,0.0,0,1,0.2,7,9353,0.0133647650913917,0.0847457627118644,75.0,92.0,0.0119195511042964
emma1010_official,7,2024,9,2024,2,57,2,56,False,False,2,40,6,99,26,760,0,0.0,0,0,0.0,12,0,0.0,20,2,1.0,22,0,0.0,3,0,0.0,18,1,0.5,7,396,4185,11023,2078537,73,135548,159,57351,52,19632,1906900,33726600,0,0.0,1,0,0.0,0,0,0.0,7,9146,0.0059295191147936,0.0338983050847457,75.0,92.0,0.0024371939877274
emma1010_official,8,2024,10,2024,4,67,4,66,False,False,5,52,15,138,49,860,0,0.0,0,0,0.0,11,0,0.0,24,4,1.0,28,0,0.0,4,0,0.0,23,2,0.5,10,636,4600,46123,2286519,393,252453,985,110890,343,24494,4972200,34038900,0,0.0,1,0,0.0,0,0,0.0,10,10506,0.0096222999879329,0.056338028169014,75.0,92.0,0.0060255343491601
emma1010_official,9,2024,11,2024,6,67,6,65,False,False,6,52,27,133,71,963,0,0.0,0,0,0.0,9,0,0.0,22,6,1.0,30,0,0.0,6,0,0.0,21,2,0.3333333333333333,9,739,6312,55174,2394478,552,349463,1505,115772,446,20804,8349300,35761200,0,0.0,1,1,0.1666666666666666,0,0,0.0,10,11284,0.0069080042638305,0.0821917808219178,75.0,92.0,0.0140853755781191
emma1010_official,10,2024,12,2024,9,77,9,68,False,False,8,65,44,168,211,1318,0,0.0,0,0,0.0,9,0,0.0,22,9,1.0,38,0,0.0,8,1,0.1111111111111111,24,2,0.2222222222222222,21,851,7323,88841,2919123,1180,350100,3534,121214,727,24616,15434000,47583500,0,0.0,2,1,0.1111111111111111,0,0,0.0,12,12647,0.0061087210055721,0.1046511627906976,75.0,92.0,0.0447190412782956
emma1010_official,1,2025,3,2025,4,56,4,53,False,False,4,33,15,111,66,534,0,0.0,1,1,0.25,3,0,0.0,15,3,0.75,33,0,0.0,4,2,0.5,17,2,0.5,9,335,3164,40590,3980116,791,249065,958,101138,949,27353,2256600,70860800,0,0.0,4,0,0.0,0,0,0.0,7,12085,0.0191828414428786,0.0666666666666666,75.0,92.0,0.0205598243688254
bylinhtruong,1,2024,3,2024,0,11,0,11,False,True,0,3,0,47,0,149,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,5,0,0.0,4,0,0.0,2,0,0.0,4,0,1189,0,27860,0,79,0,353,0,209,0,2052068,0,0.0,0,0,0.0,0,0,0.0,1,174,0.0,0.0,74.0,94.0,0.0122613803230543
bylinhtruong,2,2024,4,2024,0,7,0,7,False,True,0,3,0,29,0,81,0,0.0,0,0,0.0,1,0,0.0,2,0,0.0,3,0,0.0,1,0,0.0,1,0,0.0,3,0,828,0,10268,0,116,0,486,0,91,0,276618,0,0.0,0,0,0.0,0,0,0.0,1,106,0.0,0.0,74.0,94.0,0.2222244094488189
bylinhtruong,3,2024,5,2024,1,11,1,11,False,True,1,5,2,41,40,168,0,0.0,0,0,0.0,3,0,0.0,2,1,1.0,5,0,0.0,1,1,1.0,1,0,0.0,4,73,1463,2428,15534,4,152,51,537,22,131,204300,413118,0,0.0,0,0,0.0,0,0,0.0,1,181,0.0122613803230543,0.0833333333333333,74.0,94.0,0.0156695652173913
bylinhtruong,4,2024,6,2024,2,12,2,12,False,True,1,6,3,33,62,188,0,0.0,0,1,0.5,3,0,0.0,3,1,0.5,4,0,0.0,2,2,1.0,1,1,0.5,4,125,1449,24728,26441,32,135,278,599,45,151,305900,409531,0,0.0,0,0,0.0,0,0,0.0,1,211,0.0819973847662634,0.1428571428571428,74.0,94.0,0.0097290909090909
bylinhtruong,6,2024,8,2024,3,12,3,12,False,True,0,7,6,30,53,193,0,0.0,0,1,0.3333333333333333,1,0,0.0,5,2,0.6666666666666666,5,0,0.0,1,1,0.3333333333333333,2,2,0.6666666666666666,1,214,1067,68000,33688,188,202,1075,910,57,236,3501600,392632,0,0.0,0,0,0.0,0,0,0.0,1,240,0.0197966643819968,0.2,74.0,94.0,0.0026183838383838
bylinhtruong,7,2024,9,2024,2,16,2,16,False,True,0,5,5,42,31,243,0,0.0,0,0,0.0,3,0,0.0,5,2,1.0,7,0,0.0,1,0,0.0,3,1,0.5,0,162,1544,45700,50224,160,851,848,1606,34,322,3400000,517319,0,0.0,0,0,0.0,0,0,0.0,0,286,0.0137476470588235,0.1111111111111111,74.0,94.0,0.0233224510296333
bylinhtruong,8,2024,10,2024,3,25,3,23,False,True,0,5,7,64,72,335,0,0.0,1,0,0.0,6,0,0.0,6,2,0.6666666666666666,10,1,0.3333333333333333,2,1,0.3333333333333333,4,1,0.3333333333333333,1,190,2460,33915,64367,599,923,2068,1879,42,441,11000000,569487,0,0.0,0,0,0.0,0,0,0.0,0,436,0.0033294545454545,0.1071428571428571,74.0,94.0,0.0310505632695834
bylinhtruong,9,2024,11,2024,3,33,3,30,False,True,0,7,7,67,56,371,0,0.0,3,0,0.0,8,0,0.0,6,2,0.6666666666666666,12,1,0.3333333333333333,4,1,0.3333333333333333,3,0,0.0,1,192,3133,32639,81667,579,1174,1949,2478,42,513,10298200,1273101,0,0.0,0,0,0.0,0,0,0.0,1,526,0.0034189470004466,0.0833333333333333,74.0,94.0,0.0362188612099644
bylinhtruong,12,2024,2,2025,2,26,2,25,False,True,0,5,6,20,13,522,0,0.0,0,0,0.0,6,0,0.0,5,2,1.0,13,0,0.0,2,0,0.0,4,0,0.0,9,185,2577,31600,46533,107,315,462,1297,38,302,943700,540098,0,0.0,0,0,0.0,0,0,0.0,4,391,0.0341284306453322,0.0714285714285714,74.0,94.0,0.0020116350275566
bylinhtruong,1,2025,3,2025,1,20,1,19,False,True,0,3,3,16,7,388,0,0.0,0,0,0.0,6,0,0.0,8,1,1.0,6,0,0.0,0,0,0.0,3,0,0.0,3,98,2130,20100,31917,38,337,216,1490,1,308,562000,524386,0,0.0,0,0,0.0,0,0,0.0,3,317,0.0362188612099644,0.0476190476190476,74.0,94.0,0.0147364628371422
blingbabi_,1,2024,3,2024,3,48,3,39,False,False,3,65,9,64,38,501,0,0.0,0,1,0.3333333333333333,5,0,0.0,16,2,0.6666666666666666,27,0,0.0,0,1,0.3333333333333333,12,1,0.3333333333333333,20,166,2191,57357,950193,158,6265,302,58957,26,3672,1959900,13303900,0,0.0,4,0,0.0,0,0,0.0,7,28287,0.0295132404714526,0.0588235294117647,,,0.0030315789473684
blingbabi_,2,2024,4,2024,3,40,3,35,False,False,4,51,10,53,44,284,0,0.0,0,0,0.0,3,1,0.3333333333333333,17,2,0.6666666666666666,20,0,0.0,0,2,0.6666666666666666,11,0,0.0,13,183,1370,35998,5194783,157,75025,766,239037,78,19088,1732700,64541500,0,0.0,4,0,0.0,0,0,0.0,6,26763,0.0213533791192935,0.0697674418604651,,,0.014449402256272
blingbabi_,3,2024,5,2024,4,32,4,30,False,False,7,41,13,49,61,230,0,0.0,0,0,0.0,5,2,0.5,14,2,0.5,13,0,0.0,0,2,0.5,9,0,0.0,10,239,1046,41075,4865744,549,77337,1039,200530,96,20366,3632700,58595500,0,0.0,2,0,0.0,0,0,0.0,4,19659,0.0117705838632422,0.1111111111111111,,,0.010437652353272
blingbabi_,4,2024,6,2024,6,31,4,27,False,False,9,33,17,47,90,220,0,0.0,0,0,0.0,3,2,0.3333333333333333,13,4,0.6666666666666666,14,0,0.0,1,2,0.3333333333333333,9,1,0.1666666666666666,5,520,1334,42882,5016845,597,87602,1128,207975,347,23440,3855700,62935800,0,0.0,3,0,0.0,0,0,0.0,4,16742,0.0116591021085665,0.1621621621621621,,,0.0044900662251655
blingbabi_,5,2024,7,2024,7,25,5,22,False,False,10,26,18,33,104,152,0,0.0,1,1,0.1428571428571428,2,2,0.2857142857142857,11,4,0.5714285714285714,10,0,0.0,1,1,0.1428571428571428,11,2,0.2857142857142857,1,614,1141,47315,840286,1125,22510,1558,44992,757,7925,5754300,11306200,0,0.0,2,0,0.0,0,0,0.0,4,13488,0.0088203604261161,0.21875,,,0.0193217374522031
blingbabi_,6,2024,8,2024,7,34,6,27,False,False,8,39,20,52,95,265,0,0.0,1,1,0.1428571428571428,1,1,0.1428571428571428,15,5,0.7142857142857143,16,0,0.0,1,1,0.1428571428571428,12,3,0.4285714285714285,5,670,1742,43184,952786,741,17851,1335,51196,752,5486,4080800,14307400,0,0.0,1,0,0.0,0,0,0.0,4,17675,0.0112752401489903,0.1707317073170731,,,0.0103961961061492
blingbabi_,7,2024,9,2024,10,32,7,23,False,False,13,38,30,56,106,277,1,0.1,1,1,0.1,1,4,0.4,16,4,0.4,14,0,0.0,0,0,0.0,12,2,0.2,5,670,1539,178737,653904,2216,6363,6860,39857,1219,1835,11183300,8642400,0,0.0,1,0,0.0,0,2,0.2,4,17893,0.0169030608138921,0.238095238095238,,,0.0081160924964605
blingbabi_,8,2024,10,2024,10,46,4,38,False,False,12,60,28,98,85,370,1,0.1,0,0,0.0,7,5,0.5,23,4,0.4,16,0,0.0,0,1,0.1,10,1,0.1,25,613,1732,227612,2720629,3902,47981,9341,120197,1243,8593,16298300,43272200,0,0.0,1,0,0.0,0,0,0.0,7,44607,0.0148541872465226,0.1785714285714285,,,0.005265786657153
